graph_id,gt_num_nodes,gt_num_edges,gt_density,gt_avg_clustering,gt_transitivity,gt_degree_mean,gt_degree_std,gt_in_degree_mean,gt_in_degree_std,gt_out_degree_mean,gt_out_degree_std,gt_betweenness_mean,gt_betweenness_std,gt_closeness_mean,gt_closeness_std,gt_local_clustering_mean,gt_local_clustering_std,gt_num_weakly_connected_components,gt_largest_weakly_connected_component_size,gt_num_strongly_connected_components,gt_largest_strongly_connected_component_size,gt_diameter_lcc,gt_calculated_diameter_on_lcc,pred_num_nodes,pred_num_edges,pred_density,pred_avg_clustering,pred_transitivity,pred_degree_mean,pred_degree_std,pred_in_degree_mean,pred_in_degree_std,pred_out_degree_mean,pred_out_degree_std,pred_betweenness_mean,pred_betweenness_std,pred_closeness_mean,pred_closeness_std,pred_local_clustering_mean,pred_local_clustering_std,pred_num_weakly_connected_components,pred_largest_weakly_connected_component_size,pred_num_strongly_connected_components,pred_largest_strongly_connected_component_size,pred_diameter_lcc,pred_calculated_diameter_on_lcc,diff_num_nodes,diff_num_edges,diff_density,diff_avg_clustering,diff_transitivity,diff_diameter_lcc,diff_degree_mean,diff_in_degree_mean,diff_out_degree_mean,diff_betweenness_mean,diff_closeness_mean,diff_local_clustering_mean,ks_degree_pvalue,ks_in_degree_pvalue,ks_out_degree_pvalue,ks_betweenness_pvalue,ks_closeness_pvalue,ks_local_clustering_pvalue,diff_num_wcc,diff_largest_wcc_size,diff_num_scc,diff_largest_scc_size,edge_jaccard
tensor(811),7,11,0.2619047619047619,0.15476190476190474,0.1,3.142857142857143,0.6388765649999398,1.5714285714285714,0.9035079029052513,1.5714285714285714,0.7284313590846836,0.09523809523809525,0.07953949089757174,0.3629037629037629,0.22809771724413463,0.15476190476190474,0.11293848786315641,1,7,4,4,-1,True,7,16,0.38095238095238093,0.0,0.0,4.571428571428571,1.3997084244475304,2.2857142857142856,0.6998542122237652,2.2857142857142856,0.6998542122237652,0.15238095238095237,0.138995423993585,0.5789734075448362,0.07665528970857721,0.0,0.0,1,7,1,7,3,True,0,5,0.11904761904761901,-0.15476190476190474,-0.1,4,1.4285714285714284,0.7142857142857142,0.7142857142857142,0.05714285714285712,0.21606964464107326,-0.15476190476190474,0.21212121212121213,0.9627039627039629,0.5751748251748252,0.9627039627039629,0.5751748251748252,0.05303030303030303,0,0,-3,3,0.42105263157894735
tensor(76),7,7,0.16666666666666666,0.0,0.0,2.0,0.5345224838248488,1.0,0.5345224838248488,1.0,0.7559289460184544,0.10476190476190475,0.10454523047666738,0.22157287157287156,0.10803518689143154,0.0,0.0,1,7,7,1,-1,True,7,10,0.23809523809523808,0.42857142857142855,0.75,2.857142857142857,1.456862718169367,1.4285714285714286,0.7284313590846835,1.4285714285714286,0.7284313590846835,0.009523809523809523,0.023328473740792173,0.25396825396825395,0.11446194525282505,0.42857142857142855,0.49487165930539345,3,3,3,3,1,True,0,3,0.07142857142857142,0.42857142857142855,0.75,2,0.8571428571428572,0.4285714285714286,0.4285714285714286,-0.09523809523809523,0.032395382395382394,0.42857142857142855,0.21212121212121213,0.5751748251748252,0.9627039627039629,0.21212121212121213,0.5751748251748252,0.5751748251748252,2,-4,-4,2,0.3076923076923077
tensor(636),7,9,0.21428571428571427,0.17857142857142858,0.2,2.5714285714285716,1.3997084244475304,1.2857142857142858,1.0301575072754257,1.2857142857142858,1.0301575072754257,0.05238095238095238,0.04994327848429293,0.2816137566137566,0.18933215740286846,0.17857142857142858,0.17699302419091237,2,6,5,3,-1,True,7,18,0.42857142857142855,0.5476190476190476,0.6818181818181818,5.142857142857143,2.996596709057576,2.5714285714285716,1.498298354528788,2.5714285714285716,1.498298354528788,0.06666666666666667,0.09258200997725516,0.5083144368858655,0.23309363484670106,0.5476190476190476,0.38539081086282484,2,6,2,6,3,True,0,9,0.21428571428571427,0.36904761904761896,0.48181818181818176,4,2.5714285714285716,1.2857142857142858,1.2857142857142858,0.014285714285714284,0.22670068027210893,0.36904761904761896,0.21212121212121213,0.5751748251748252,0.5751748251748252,0.9999609537692629,0.21212121212121213,0.21212121212121213,0,0,-3,3,0.42105263157894735
tensor(973),7,12,0.2857142857142857,0.04603174603174603,0.0625,3.4285714285714284,0.9035079029052513,1.7142857142857142,1.0301575072754257,1.7142857142857142,1.0301575072754254,0.05714285714285715,0.07192946070077585,0.35396825396825393,0.22517315081022643,0.04603174603174603,0.06098213559459856,1,7,5,2,-1,True,7,20,0.47619047619047616,0.5142857142857143,0.36,5.714285714285714,2.710523708715754,2.857142857142857,1.355261854357877,2.857142857142857,1.355261854357877,0.10476190476190475,0.14521857792358958,0.673469387755102,0.11616530180210372,0.5142857142857142,0.43565573377076877,1,7,1,7,2,True,0,8,0.19047619047619047,0.4682539682539683,0.2975,3,2.285714285714286,1.142857142857143,1.142857142857143,0.0476190476190476,0.3195011337868481,0.4682539682539682,0.21212121212121213,0.5751748251748252,0.21212121212121213,0.9627039627039629,0.008158508158508158,0.05303030303030303,0,0,-4,5,0.391304347826087
tensor(938),7,11,0.2619047619047619,0.10476190476190476,0.125,3.142857142857143,0.8329931278350429,1.5714285714285714,0.9035079029052512,1.5714285714285714,0.4948716593053935,0.21904761904761902,0.12325884862423604,0.3860639360639361,0.17154405293813313,0.10476190476190476,0.12777531299998798,1,7,2,6,-1,True,7,18,0.42857142857142855,0.40476190476190477,0.3333333333333333,5.142857142857143,2.099562636671296,2.5714285714285716,1.049781318335648,2.5714285714285716,1.049781318335648,0.13333333333333333,0.16426846010152707,0.6152847152847153,0.09674077777779033,0.4047619047619047,0.3969840952507873,1,7,1,7,3,True,0,7,0.16666666666666663,0.3,0.20833333333333331,4,2.0000000000000004,1.0000000000000002,1.0000000000000002,-0.08571428571428569,0.2292207792207792,0.29999999999999993,0.5751748251748252,0.9627039627039629,0.5751748251748252,0.21212121212121213,0.05303030303030303,0.5751748251748252,0,0,-1,1,0.5263157894736842
tensor(899),7,11,0.2619047619047619,0.20079365079365077,0.1,3.142857142857143,1.1248582677159729,1.5714285714285714,0.9035079029052513,1.5714285714285714,0.7284313590846835,0.1761904761904762,0.12046772038736682,0.4330241187384044,0.1912260657128429,0.20079365079365077,0.19478266664670527,1,7,2,6,-1,True,7,18,0.42857142857142855,0.4523809523809524,0.35294117647058826,5.142857142857143,1.8070158058105026,2.5714285714285716,0.9035079029052513,2.5714285714285716,0.9035079029052513,0.14285714285714285,0.15807802545426505,0.5986180486180486,0.09526078837009237,0.4523809523809524,0.3642156795423418,1,7,1,7,3,True,0,7,0.16666666666666663,0.2515873015873016,0.2529411764705882,4,2.0000000000000004,1.0000000000000002,1.0000000000000002,-0.033333333333333354,0.16559392987964416,0.2515873015873016,0.21212121212121213,0.5751748251748252,0.5751748251748252,0.9627039627039629,0.21212121212121213,0.5751748251748252,0,0,-1,1,0.45
tensor(280),7,14,0.3333333333333333,0.23412698412698413,0.3,4.0,1.0690449676496976,2.0,1.3093073414159542,2.0,0.9258200997725514,0.07142857142857142,0.07491491772643939,0.4295377241805813,0.24556744217401838,0.23412698412698413,0.14384578539993537,1,7,4,4,-1,True,7,24,0.5714285714285714,0.23809523809523808,0.2903225806451613,6.857142857142857,1.4568627181693672,3.4285714285714284,0.7284313590846836,3.4285714285714284,0.7284313590846836,0.09523809523809523,0.05707668125830221,0.6874458874458875,0.07918528762846849,0.23809523809523808,0.1963383631246505,1,7,1,7,3,True,0,10,0.23809523809523808,0.003968253968253954,-0.009677419354838679,4,2.8571428571428568,1.4285714285714284,1.4285714285714284,0.023809523809523808,0.25790816326530625,0.003968253968253954,0.05303030303030303,0.5751748251748252,0.21212121212121213,0.5751748251748252,0.05303030303030303,0.9999609537692629,0,0,-3,3,0.52
tensor(883),7,7,0.16666666666666666,0.1476190476190476,0.25,2.0,1.3093073414159542,1.0,1.0690449676496976,1.0,0.7559289460184544,0.05238095238095238,0.06135285107964345,0.2041125541125541,0.19061806011429858,0.1476190476190476,0.18844151368961312,2,6,5,3,-1,True,7,10,0.23809523809523808,0.0,0.0,2.857142857142857,1.8070158058105024,1.4285714285714286,0.9035079029052512,1.4285714285714286,0.9035079029052512,0.1619047619047619,0.19471474571677022,0.35005668934240364,0.16391272668070753,0.0,0.0,2,6,2,6,4,True,0,3,0.07142857142857142,-0.1476190476190476,-0.25,5,0.8571428571428572,0.4285714285714286,0.4285714285714286,0.10952380952380952,0.14594413522984953,-0.1476190476190476,0.9627039627039629,0.9627039627039629,0.9999609537692629,0.5751748251748252,0.5751748251748252,0.5751748251748252,0,0,-3,3,0.5454545454545454
tensor(761),7,7,0.16666666666666666,0.24285714285714285,0.125,2.0,1.1952286093343936,1.0,0.7559289460184544,1.0,1.0690449676496976,0.02380952380952381,0.03868589716493315,0.1893424036281179,0.13723036776542183,0.24285714285714285,0.35398604838182485,2,6,5,3,-1,True,7,11,0.2619047619047619,0.3095238095238095,0.25,3.142857142857143,1.7261494247992246,1.5714285714285714,0.9035079029052512,1.5714285714285714,0.9035079029052512,0.15714285714285717,0.1874763779526622,0.35456606885178316,0.1642066552042227,0.3095238095238096,0.4403152859263555,2,6,2,6,4,True,0,4,0.09523809523809526,0.06666666666666662,0.125,5,1.1428571428571428,0.5714285714285714,0.5714285714285714,0.13333333333333336,0.16522366522366524,0.06666666666666674,0.5751748251748252,0.9627039627039629,0.9627039627039629,0.5751748251748252,0.21212121212121213,0.9999609537692629,0,0,-3,3,0.6363636363636364
tensor(319),7,10,0.23809523809523808,0.32959183673469383,0.1875,2.857142857142857,1.456862718169367,1.4285714285714286,1.0497813183356477,1.4285714285714286,1.2936264483053452,0.05238095238095238,0.09404008408634047,0.3022486772486772,0.19788952188173162,0.3295918367346939,0.3361683549188011,1,7,6,2,-1,True,7,21,0.5,0.7365079365079366,0.54,6.0,2.2038926600773587,3.0,1.1952286093343936,3.0,1.0690449676496976,0.11428571428571428,0.1548127714534219,0.6562152133580703,0.11827752915679103,0.7365079365079366,0.25256806481037136,1,7,1,7,3,True,0,11,0.2619047619047619,0.4069160997732427,0.35250000000000004,4,3.142857142857143,1.5714285714285714,1.5714285714285714,0.0619047619047619,0.3539665361093931,0.40691609977324267,0.05303030303030303,0.5751748251748252,0.21212121212121213,0.9627039627039629,0.0005827505827505828,0.21212121212121213,0,0,-5,5,0.47619047619047616
tensor(549),7,11,0.2619047619047619,0.21428571428571427,0.2,3.142857142857143,1.4568627181693672,1.5714285714285714,1.2936264483053452,1.5714285714285714,0.7284313590846835,0.1285714285714286,0.13735433430339006,0.3957792207792208,0.2710185338819823,0.21428571428571427,0.19569568263393575,1,7,3,5,-1,True,7,22,0.5238095238095238,0.6904761904761905,0.5454545454545454,6.285714285714286,3.282607226593159,3.142857142857143,1.6413036132965795,3.142857142857143,1.6413036132965795,0.09523809523809523,0.17496355305594127,0.7051329622758192,0.1514765263200063,0.6904761904761905,0.3824375810525955,1,7,1,7,2,True,0,11,0.2619047619047619,0.47619047619047616,0.3454545454545454,3,3.142857142857143,1.5714285714285714,1.5714285714285714,-0.033333333333333354,0.30935374149659844,0.47619047619047616,0.21212121212121213,0.5751748251748252,0.5751748251748252,0.5751748251748252,0.21212121212121213,0.21212121212121213,0,0,-2,2,0.43478260869565216
tensor(174),7,9,0.21428571428571427,0.12698412698412698,0.2,2.5714285714285716,1.498298354528788,1.2857142857142858,1.0301575072754257,1.2857142857142858,1.0301575072754257,0.07619047619047621,0.08857654875113463,0.2921768707482993,0.19340735440713278,0.12698412698412698,0.14152821031846832,2,6,4,4,-1,True,7,16,0.38095238095238093,0.619047619047619,0.7894736842105263,4.571428571428571,3.155817433482074,2.2857142857142856,1.577908716741037,2.2857142857142856,1.577908716741037,0.019047619047619046,0.030116930096841705,0.4063492063492063,0.2671197964185731,0.619047619047619,0.41513323271815944,3,5,3,5,2,True,0,7,0.16666666666666666,0.492063492063492,0.5894736842105264,3,1.9999999999999996,0.9999999999999998,0.9999999999999998,-0.05714285714285716,0.114172335600907,0.492063492063492,0.21212121212121213,0.5751748251748252,0.5751748251748252,0.5751748251748252,0.21212121212121213,0.05303030303030303,1,-1,-1,1,0.47058823529411764
tensor(371),7,9,0.21428571428571427,0.1873015873015873,0.16666666666666666,2.5714285714285716,1.2936264483053452,1.2857142857142858,1.0301575072754257,1.2857142857142858,0.6998542122237652,0.05238095238095238,0.07529232524210427,0.2958359101216244,0.22031349874590622,0.1873015873015873,0.33948963518209146,1,7,5,3,-1,True,7,18,0.42857142857142855,0.42857142857142855,0.47368421052631576,5.142857142857143,2.356060357495806,2.5714285714285716,1.178030178747903,2.5714285714285716,1.178030178747903,0.15238095238095237,0.21370291116492257,0.5907425907425907,0.1196202019125369,0.4285714285714285,0.35475391489884145,1,7,1,7,3,True,0,9,0.21428571428571427,0.24126984126984125,0.3070175438596491,4,2.5714285714285716,1.2857142857142858,1.2857142857142858,0.09999999999999998,0.2949066806209663,0.2412698412698412,0.21212121212121213,0.5751748251748252,0.21212121212121213,0.9627039627039629,0.05303030303030303,0.5751748251748252,0,0,-4,4,0.42105263157894735
tensor(527),7,9,0.21428571428571427,0.10476190476190476,0.125,2.5714285714285716,1.178030178747903,1.2857142857142858,1.0301575072754257,1.2857142857142858,0.880630571852711,0.04761904761904762,0.04994327848429293,0.2649281934996221,0.22271850322526307,0.10476190476190476,0.12777531299998796,1,7,5,3,-1,True,7,16,0.38095238095238093,0.14285714285714285,0.23076923076923078,4.571428571428571,1.761261143705422,2.2857142857142856,0.880630571852711,2.2857142857142856,0.880630571852711,0.18095238095238095,0.1510357288300353,0.5445887445887446,0.09704696982997091,0.14285714285714285,0.1649572197684645,1,7,1,7,4,True,0,7,0.16666666666666666,0.038095238095238085,0.10576923076923078,5,1.9999999999999996,0.9999999999999998,0.9999999999999998,0.13333333333333333,0.2796605510891225,0.038095238095238085,0.21212121212121213,0.5751748251748252,0.5751748251748252,0.21212121212121213,0.21212121212121213,0.9627039627039629,0,0,-4,4,0.5625
tensor(210),7,8,0.19047619047619047,0.15476190476190474,0.1,2.2857142857142856,0.880630571852711,1.1428571428571428,0.8329931278350429,1.1428571428571428,1.1248582677159729,0.028571428571428574,0.04517539514526256,0.2261904761904762,0.1572600573050346,0.1547619047619048,0.22015764296317775,1,7,7,1,-1,True,7,12,0.2857142857142857,0.0,0.0,3.4285714285714284,0.9035079029052513,1.7142857142857142,0.45175395145262565,1.7142857142857142,0.45175395145262565,0.3333333333333333,0.2309401076758503,0.3920722135007849,0.07973748436068492,0.0,0.0,1,7,1,7,6,True,0,4,0.09523809523809523,-0.15476190476190474,-0.1,7,1.1428571428571428,0.5714285714285714,0.5714285714285714,0.30476190476190473,0.16588173731030872,-0.1547619047619048,0.21212121212121213,0.9627039627039629,0.5751748251748252,0.05303030303030303,0.5751748251748252,0.5751748251748252,0,0,-6,6,0.42857142857142855
tensor(235),7,7,0.16666666666666666,0.24285714285714285,0.25,2.0,1.1952286093343936,1.0,0.7559289460184544,1.0,1.0690449676496976,0.019047619047619046,0.030116930096841705,0.18140589569160998,0.13670479473648445,0.24285714285714285,0.35398604838182485,2,6,6,2,-1,True,7,10,0.23809523809523808,0.33333333333333337,0.5,2.857142857142857,2.099562636671296,1.4285714285714286,1.049781318335648,1.4285714285714286,1.049781318335648,0.06666666666666667,0.10690449676496976,0.29085411942554795,0.19561018284908865,0.3333333333333333,0.43643578047198484,3,5,3,5,3,True,0,3,0.07142857142857142,0.09047619047619052,0.25,4,0.8571428571428572,0.4285714285714286,0.4285714285714286,0.047619047619047616,0.10944822373393798,0.09047619047619046,0.5751748251748252,0.9627039627039629,0.9627039627039629,0.9627039627039629,0.5751748251748252,0.9999609537692629,1,-1,-3,3,0.4166666666666667
tensor(101),7,7,0.16666666666666666,0.10714285714285714,0.125,2.0,1.0690449676496976,1.0,0.7559289460184544,1.0,1.0690449676496976,0.03809523809523809,0.06023386019368341,0.19926303854875282,0.1451451985617339,0.10714285714285714,0.1708654773143729,1,7,7,1,-1,True,7,15,0.35714285714285715,0.2857142857142857,0.34615384615384615,4.285714285714286,2.4327694808466287,2.142857142857143,1.3552618543578767,2.142857142857143,1.124858267715973,0.17142857142857143,0.22302293385421892,0.5685504971219257,0.13597452168221363,0.2857142857142857,0.3417309546287458,1,7,1,7,3,True,0,8,0.1904761904761905,0.17857142857142855,0.22115384615384615,4,2.2857142857142856,1.1428571428571428,1.1428571428571428,0.13333333333333333,0.3692874585731729,0.17857142857142855,0.5751748251748252,0.5751748251748252,0.5751748251748252,0.5751748251748252,0.0005827505827505828,0.9627039627039629,0,0,-6,6,0.375
tensor(986),7,8,0.19047619047619047,0.2357142857142857,0.375,2.2857142857142856,1.665986255670086,1.1428571428571428,0.989743318610787,1.1428571428571428,0.989743318610787,0.08095238095238096,0.09735737285838511,0.2527021919879063,0.17319881550903246,0.2357142857142857,0.34508206654803325,2,6,5,3,-1,True,7,16,0.38095238095238093,0.42857142857142855,0.6666666666666666,4.571428571428571,2.9692299558323607,2.2857142857142856,1.4846149779161804,2.2857142857142856,1.4846149779161804,0.07619047619047618,0.12046772038736682,0.4875283446712019,0.22569194146705654,0.42857142857142855,0.4164965639175214,2,6,2,6,3,True,0,8,0.19047619047619047,0.19285714285714284,0.29166666666666663,4,2.2857142857142856,1.1428571428571428,1.1428571428571428,-0.004761904761904773,0.2348261526832956,0.19285714285714284,0.21212121212121213,0.5751748251748252,0.5751748251748252,0.9627039627039629,0.05303030303030303,0.5751748251748252,0,0,-3,3,0.5
tensor(902),7,12,0.2857142857142857,0.3531746031746032,0.5,3.4285714285714284,1.5907898179514348,1.7142857142857142,1.2777531299998799,1.7142857142857142,1.2777531299998797,0.014285714285714287,0.018747637795266215,0.3063492063492063,0.21030398279667964,0.3531746031746032,0.22747477218994466,2,5,4,3,-1,True,7,20,0.47619047619047616,0.6428571428571429,0.875,5.714285714285714,2.4907993963089563,2.857142857142857,1.2453996981544782,2.857142857142857,1.2453996981544782,0.009523809523809521,0.010997147984564299,0.48571428571428565,0.20919888225227426,0.6428571428571429,0.41239304942116123,2,5,2,5,2,True,0,8,0.19047619047619047,0.2896825396825397,0.375,3,2.285714285714286,1.142857142857143,1.142857142857143,-0.004761904761904766,0.17936507936507934,0.2896825396825397,0.05303030303030303,0.5751748251748252,0.5751748251748252,0.9627039627039629,0.5751748251748252,0.05303030303030303,0,0,-2,2,0.6
tensor(947),7,6,0.14285714285714285,0.0,0.0,1.7142857142857142,1.1605769149479943,0.8571428571428571,0.6388765649999398,0.8571428571428571,0.989743318610787,0.03333333333333333,0.047140452079103175,0.1865079365079365,0.14296732964009382,0.0,0.0,2,6,7,1,-1,True,7,14,0.3333333333333333,0.4095238095238095,0.4,4.0,3.0237157840738176,2.0,1.5118578920369088,2.0,1.5118578920369088,0.07619047619047618,0.17340134720031547,0.48516628873771733,0.23060562276242574,0.4095238095238095,0.43267873110859223,2,6,2,6,2,True,0,8,0.19047619047619047,0.4095238095238095,0.4,3,2.2857142857142856,1.1428571428571428,1.1428571428571428,0.04285714285714285,0.2986583522297808,0.4095238095238095,0.5751748251748252,0.5751748251748252,0.5751748251748252,0.9999609537692629,0.008158508158508158,0.21212121212121213,0,0,-5,5,0.42857142857142855
tensor(346),7,5,0.11904761904761904,0.15476190476190474,0.25,1.4285714285714286,1.2936264483053452,0.7142857142857143,0.6998542122237651,0.7142857142857143,0.880630571852711,0.019047619047619046,0.046656947481584346,0.15714285714285717,0.14443572274383906,0.15476190476190474,0.22015764296317772,3,5,7,1,-1,True,7,8,0.19047619047619047,0.0,0.0,2.2857142857142856,1.979486637221574,1.1428571428571428,0.989743318610787,1.1428571428571428,0.989743318610787,0.07619047619047618,0.1256276757930754,0.2772486772486772,0.19045855297529832,0.0,0.0,3,5,3,5,3,True,0,3,0.07142857142857142,-0.15476190476190474,-0.25,4,0.857142857142857,0.4285714285714285,0.4285714285714285,0.057142857142857134,0.12010582010582002,-0.15476190476190474,0.9627039627039629,0.9999609537692629,0.9627039627039629,0.9627039627039629,0.5751748251748252,0.5751748251748252,0,0,-4,4,0.4444444444444444
tensor(139),7,8,0.19047619047619047,0.18095238095238095,0.14285714285714285,2.2857142857142856,1.4846149779161804,1.1428571428571428,0.9897433186107869,1.1428571428571428,1.355261854357877,0.023809523809523808,0.05832118435198043,0.23696145124716556,0.1909210871636442,0.18095238095238095,0.20995626366712955,1,7,7,1,-1,True,7,16,0.38095238095238093,0.39999999999999997,0.3,4.571428571428571,3.3319725113401715,2.2857142857142856,1.6659862556700857,2.2857142857142856,1.6659862556700857,0.12380952380952381,0.28989011914713186,0.6432900432900432,0.15130473948897138,0.39999999999999997,0.4378881498122914,1,7,1,7,2,True,0,8,0.19047619047619047,0.21904761904761902,0.15714285714285714,3,2.2857142857142856,1.1428571428571428,1.1428571428571428,0.1,0.4063285920428777,0.21904761904761902,0.5751748251748252,0.9627039627039629,0.5751748251748252,0.9999609537692629,0.0005827505827505828,0.5751748251748252,0,0,-6,6,0.4117647058823529
tensor(621),7,11,0.2619047619047619,0.13095238095238096,0.14285714285714285,3.142857142857143,0.8329931278350429,1.5714285714285714,1.0497813183356477,1.5714285714285714,1.0497813183356477,0.15714285714285717,0.16204475740165292,0.3829365079365079,0.18843685789014483,0.13095238095238096,0.09816918156232525,1,7,3,5,-1,True,7,20,0.47619047619047616,0.14285714285714285,0.15789473684210525,5.714285714285714,0.6998542122237652,2.857142857142857,0.3499271061118826,2.857142857142857,0.3499271061118826,0.1142857142857143,0.045798533480169865,0.6398268398268397,0.04487154465748896,0.14285714285714285,0.1649572197684645,1,7,1,7,3,True,0,9,0.21428571428571425,0.01190476190476189,0.015037593984962405,4,2.5714285714285716,1.2857142857142858,1.2857142857142858,-0.04285714285714287,0.25689033189033184,0.01190476190476189,0.008158508158508158,0.21212121212121213,0.21212121212121213,0.9627039627039629,0.008158508158508158,0.5751748251748252,0,0,-2,2,0.4090909090909091
tensor(499),7,7,0.16666666666666666,0.0,0.0,2.0,0.7559289460184544,1.0,0.9258200997725514,1.0,0.5345224838248488,0.02380952380952381,0.029354352395090367,0.1893424036281179,0.1814979924949962,0.0,0.0,1,7,6,2,-1,True,7,14,0.3333333333333333,0.0,0.0,4.0,1.0690449676496976,2.0,0.5345224838248488,2.0,0.5345224838248488,0.2,0.13093073414159545,0.5074925074925075,0.06002208839384535,0.0,0.0,1,7,1,7,4,True,0,7,0.16666666666666666,0.0,0.0,5,2.0,1.0,1.0,0.1761904761904762,0.3181501038643896,0.0,0.008158508158508158,0.5751748251748252,0.05303030303030303,0.008158508158508158,0.008158508158508158,1.0,0,0,-5,5,0.5
tensor(370),7,12,0.2857142857142857,0.2207482993197279,0.4,3.4285714285714284,1.5907898179514348,1.7142857142857142,1.3850513878332367,1.7142857142857142,0.45175395145262565,0.1142857142857143,0.12163847404233144,0.41363636363636364,0.27835110713445205,0.2207482993197279,0.19218921157173408,1,7,3,5,-1,True,7,24,0.5714285714285714,0.5714285714285714,0.6,6.857142857142857,2.5872528966106905,3.4285714285714284,1.2936264483053452,3.4285714285714284,1.2936264483053452,0.09523809523809522,0.12763720947920396,0.6996598639455781,0.12195383639283608,0.5714285714285714,0.2847603121471629,1,7,1,7,3,True,0,12,0.2857142857142857,0.3506802721088435,0.19999999999999996,4,3.4285714285714284,1.7142857142857142,1.7142857142857142,-0.019047619047619077,0.2860235003092145,0.3506802721088435,0.05303030303030303,0.21212121212121213,0.008158508158508158,0.9627039627039629,0.21212121212121213,0.05303030303030303,0,0,-2,2,0.44
tensor(198),7,12,0.2857142857142857,0.09126984126984126,0.07142857142857142,3.4285714285714284,1.049781318335648,1.7142857142857142,1.0301575072754257,1.7142857142857142,0.880630571852711,0.09999999999999999,0.08357108940373449,0.3812736205593348,0.1935798913341477,0.09126984126984126,0.16975594949370984,1,7,4,4,-1,True,7,26,0.6190476190476191,0.5238095238095238,0.5384615384615384,7.428571428571429,2.0603150145508513,3.7142857142857144,1.0301575072754257,3.7142857142857144,1.0301575072754257,0.07619047619047618,0.07356590619845375,0.7353741496598639,0.09090863865532713,0.5238095238095238,0.2926150761092803,1,7,1,7,2,True,0,14,0.33333333333333337,0.43253968253968256,0.46703296703296704,3,4.0,2.0,2.0,-0.023809523809523808,0.35410052910052914,0.43253968253968256,0.008158508158508158,0.21212121212121213,0.05303030303030303,0.5751748251748252,0.008158508158508158,0.05303030303030303,0,0,-3,3,0.4074074074074074
tensor(687),7,12,0.2857142857142857,0.23809523809523808,0.375,3.4285714285714284,1.5907898179514348,1.7142857142857142,1.1605769149479943,1.7142857142857142,1.0301575072754257,0.09047619047619047,0.07961073093952613,0.34346440596440597,0.22227475223696333,0.23809523809523808,0.24615972094080668,2,6,3,5,-1,True,7,18,0.42857142857142855,0.619047619047619,0.6,5.142857142857143,2.5872528966106905,2.5714285714285716,1.2936264483053452,2.5714285714285716,1.2936264483053452,0.06666666666666667,0.07394168062763248,0.5007558578987151,0.2224851065630502,0.619047619047619,0.31765866819348415,2,6,2,6,3,True,0,6,0.14285714285714285,0.3809523809523809,0.22499999999999998,4,1.7142857142857149,0.8571428571428574,0.8571428571428574,-0.023809523809523808,0.15729145193430916,0.3809523809523809,0.21212121212121213,0.9627039627039629,0.9627039627039629,0.9627039627039629,0.21212121212121213,0.21212121212121213,0,0,-1,1,0.5
tensor(584),7,11,0.2619047619047619,0.19047619047619047,0.25,3.142857142857143,0.989743318610787,1.5714285714285714,1.049781318335648,1.5714285714285714,0.4948716593053935,0.21428571428571427,0.16340342796927132,0.4083534628426269,0.20266177271230756,0.19047619047619047,0.09671474291233285,1,7,2,6,-1,True,7,20,0.47619047619047616,0.38095238095238093,0.42857142857142855,5.714285714285714,1.665986255670086,2.857142857142857,0.832993127835043,2.857142857142857,0.832993127835043,0.13333333333333333,0.13491129752937,0.6159863945578231,0.09179767372886724,0.38095238095238093,0.21295885499997996,1,7,1,7,3,True,0,9,0.21428571428571425,0.19047619047619047,0.17857142857142855,4,2.5714285714285716,1.2857142857142858,1.2857142857142858,-0.08095238095238094,0.2076329317151962,0.19047619047619047,0.008158508158508158,0.21212121212121213,0.008158508158508158,0.9627039627039629,0.21212121212121213,0.05303030303030303,0,0,-1,1,0.4090909090909091
tensor(901),7,9,0.21428571428571427,0.1349206349206349,0.25,2.5714285714285716,1.3997084244475304,1.2857142857142858,1.1605769149479943,1.2857142857142858,0.8806305718527109,0.04285714285714286,0.06834619092574916,0.2746031746031746,0.23583049884917928,0.1349206349206349,0.16495721976846453,1,7,6,2,-1,True,7,18,0.42857142857142855,0.44761904761904764,0.42857142857142855,5.142857142857143,2.799416848895061,2.5714285714285716,1.3997084244475304,2.5714285714285716,1.3997084244475304,0.14285714285714285,0.18747637795266214,0.6133271490414348,0.1399804942729059,0.44761904761904764,0.3870347766898305,1,7,1,7,3,True,0,9,0.21428571428571427,0.3126984126984127,0.17857142857142855,4,2.5714285714285716,1.2857142857142858,1.2857142857142858,0.09999999999999999,0.3387239744382602,0.3126984126984127,0.5751748251748252,0.5751748251748252,0.5751748251748252,0.9627039627039629,0.05303030303030303,0.21212121212121213,0,0,-5,5,0.5
